,Unnamed: 0,sentence,statement_id,targets,label ,confidence,comment,context,predictions
2681,30,Signed,SID_588,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",s,4.0,,Signed,"[0.0011239518644288182, 0.19397830963134766, 0.00022209403687156737, 0.00041575427167117596, 0.0003172721480950713, 0.00045029367902316153, 0.0010718792909756303, 0.00018017998081631958, 0.00012050695659127086, 0.0012126703513786197, 0.0002672205155249685]"
2682,31,Joe Robinson,SID_588,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",s,4.0,,Joe Robinson,"[0.0004194617213215679, 0.0748155266046524, 6.258706707740203e-05, 0.003096455242484808, 0.0011683200718834996, 0.0014492154587060213, 0.00034309859620407224, 0.00010836448200279847, 5.534782030736096e-05, 0.00021841171837877482, 5.322266952134669e-05]"
2683,32,MD Cyclife UK Ltd,SID_588,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",s,3.0,md i assume is managing director,MD Cyclife UK Ltd,"[0.017723560333251953, 0.020899426192045212, 0.053101811558008194, 0.6513288617134094, 0.0032299766317009926, 0.0025849752128124237, 0.0003526053042151034, 0.0008665649802424014, 0.00015457076369784772, 0.003935638815164566, 0.03493223339319229]"
2684,33,CYC-55-1A - Cyclife Modern Slavery Statement,SID_588,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,CYC-55-1A - Cyclife Modern Slavery Statement,"[0.0002105808671331033, 0.00044758222065865993, 0.006815111730247736, 0.0032519639935344458, 0.00044008574332110584, 0.0006767397280782461, 0.00013916856551077217, 0.005207208450883627, 9.150638652499765e-05, 0.0004132950271014124, 0.0001384370552841574]"
2685,34,"Rev B Final Audit Report 2024-01-15 Created: 2024-01-02 By: Hannah Blackburn (hannah.blackburn@cyclife-edf.co.uk) Status: Signed Transaction ID: CBJCHBCAABAALwuskrZMQdKBDfSOL-QL0FVnWbirzjtj ""CYC-55-1A - Cyclife Modern Slavery Statement - Rev B"" Histor y Document created by Hannah Blackburn (hannah.blackburn@cyclife-edf.co.uk) 2024-01-02 - 09:19:03 GMT Document emailed to joe.robinson@cyclife-edf.co.uk for signature 2024-01-02 - 09:19:21 GMT Email viewed by joe.robinson@cyclife-edf.co.uk 2024-01-15 - 09:44:31 GMT Signer joe.robinson@cyclife-edf.co.uk entered name at signing as Joe Robinson 2024-01-15 - 09:46:37 GMT Document e-signed by Joe Robinson (joe.robinson@cyclife-edf.co.uk) Signature Date: 2024-01-15 - 09:46:39 GMT - Time Source: server Agreement completed",SID_588,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",s,5.0,signmentioned,"Rev B Final Audit Report 2024-01-15 Created: 2024-01-02 By: Hannah Blackburn (hannah.blackburn@cyclife-edf.co.uk) Status: Signed Transaction ID: CBJCHBCAABAALwuskrZMQdKBDfSOL-QL0FVnWbirzjtj ""CYC-55-1A - Cyclife Modern Slavery Statement - Rev B"" Histor y Document created by Hannah Blackburn (hannah.blackburn@cyclife-edf.co.uk) 2024-01-02 - 09:19:03 GMT Document emailed to joe.robinson@cyclife-edf.co.uk for signature 2024-01-02 - 09:19:21 GMT Email viewed by joe.robinson@cyclife-edf.co.uk 2024-01-15 - 09:44:31 GMT Signer joe.robinson@cyclife-edf.co.uk entered name at signing as Joe Robinson 2024-01-15 - 09:46:37 GMT Document e-signed by Joe Robinson (joe.robinson@cyclife-edf.co.uk) Signature Date: 2024-01-15 - 09:46:39 GMT - Time Source: server Agreement completed","[0.03287242725491524, 0.46844741702079773, 0.0475490503013134, 0.012213441543281078, 0.0004769439692609012, 0.006498104427009821, 0.0027415924705564976, 0.005983959883451462, 0.00013253962970338762, 0.007238165475428104, 0.010608207434415817]"
2686,35,2024-01-15 - 09:46:39 GMT,SID_588,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,2024-01-15 - 09:46:39 GMT,"[0.0012076785787940025, 0.0025616821367293596, 0.00017347878019791096, 0.000156510213855654, 0.0001587761944392696, 0.0001696993422228843, 0.0003928311634808779, 3.817042670561932e-05, 3.016493792529218e-06, 0.00027009958284907043, 3.67835741599265e-06]"
2687,0,Philip Allard WILDSTONE CAPITAL LIMITED | 23 NOVEMBER 2023 Modern Slavery Annual Statement 2023,SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Philip Allard WILDSTONE CAPITAL LIMITED | 23 NOVEMBER 2023 Modern Slavery Annual Statement 2023,"[0.0004718157579191029, 0.016192834824323654, 0.0006981109036132693, 0.00336347334086895, 0.0005218784790486097, 0.009045159444212914, 0.0002734230365604162, 0.00020608323393389583, 6.725738785462454e-05, 0.00030444981530308723, 8.263755444204435e-05]"
2688,1,Introduction This Statement is prepared on behalf of Whistler UK Bidco Limited and subsidiary group companies (Wildstone Group),SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Introduction This Statement is prepared on behalf of Whistler UK Bidco Limited and subsidiary group companies (Wildstone Group),"[0.001363564282655716, 0.0007173256017267704, 0.37501779198646545, 0.3019386827945709, 0.006665956228971481, 0.003960078582167625, 0.00031507262610830367, 0.001713368808850646, 0.0006459357682615519, 0.0005633332184515893, 0.004891267046332359]"
2689,2,"At Wildstone, we are committed to upholding ethical and responsible business practices",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"At Wildstone, we are committed to upholding ethical and responsible business practices","[0.00014583962911274284, 6.0261390899540856e-05, 0.0009199523483403027, 0.03385533392429352, 0.028782738372683525, 0.0033833023626357317, 0.0010096740443259478, 0.00943586602807045, 0.0001123745969380252, 0.0006863382295705378, 0.00021904634195379913]"
2690,3,"As part of Wildstones commitment to human rights and social responsibility, a Modern Slavery Policy has been adopted to eradicate any form of modern slavery or human trafficking from our operations and supply chains",SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"As part of Wildstones commitment to human rights and social responsibility, a Modern Slavery Policy has been adopted to eradicate any form of modern slavery or human trafficking from our operations and supply chains","[0.0003550515102688223, 0.0001007498285616748, 0.0015434817178174853, 0.0012894007377326488, 0.00292517920024693, 0.001446075038984418, 0.005833781789988279, 0.9384232759475708, 0.0014366036048159003, 0.009018898010253906, 0.0005682229530066252]"
2691,4,"We believe in promoting transparency, fairness, and dignity for all individuals involved in our business, including employees, suppliers, contractors and partners",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We believe in promoting transparency, fairness, and dignity for all individuals involved in our business, including employees, suppliers, contractors and partners","[5.573462476604618e-05, 6.0233811382204294e-05, 0.00014734927390236408, 0.0019120940705761313, 0.0073737711645662785, 0.002614400116726756, 0.0018691800069063902, 0.08874832093715668, 0.0001760392333380878, 0.0027403526473790407, 0.0002536622923798859]"
2692,5,"We expect the same high standards from all of our contractors, suppliers and other business partners",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,"We expect the same high standards from all of our contractors, suppliers and other business partners","[1.3686967577086762e-05, 3.334272696520202e-05, 4.070179784321226e-05, 0.0004130549496039748, 0.002192625543102622, 0.014520690776407719, 0.004130673594772816, 0.20799262821674347, 0.0012694690376520157, 0.0027879993431270123, 0.00017887455760501325]"
2693,6,"As part of our contracting processes, we include specific prohibitions against the use of forced, compulsory or trafficked labour, or anyone held in slavery or servitude, whether adults or children, and we expect that our contractors, suppliers and other business partners will hold their own suppliers to the same high standards",SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,"As part of our contracting processes, we include specific prohibitions against the use of forced, compulsory or trafficked labour, or anyone held in slavery or servitude, whether adults or children, and we expect that our contractors, suppliers and other business partners will hold their own suppliers to the same high standards","[9.419420530321077e-05, 0.00013166716962587088, 0.00020930373284500092, 0.0007182947010733187, 0.003104458563029766, 0.007898745127022266, 0.00439309561625123, 0.8788195848464966, 0.015975290909409523, 0.0035042345989495516, 0.00012013304512947798]"
2694,7,Please send any written requests for information on this Statement to office@wildstone.co.uk and your request shall be responded to within the timeframes set out in the applicable law,SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Please send any written requests for information on this Statement to office@wildstone.co.uk and your request shall be responded to within the timeframes set out in the applicable law,"[0.00020855454204138368, 0.00014132737123873085, 0.00030087638879194856, 0.0038158257957547903, 0.0020218500867486, 0.0005458159139379859, 0.0001303871686104685, 0.001707842224277556, 1.251509183930466e-05, 0.00022219929087441415, 0.0008896004874259233]"
2695,8,Regulatory Framework The United Kingdom Modern Slavery Act came into effect in October 2015,SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Regulatory Framework The United Kingdom Modern Slavery Act came into effect in October 2015,"[0.0005496342200785875, 0.00015543271729256958, 0.00031893985578790307, 0.0011752239661291242, 0.0009694444015622139, 0.0006896834820508957, 0.002136173425242305, 0.35367316007614136, 9.244069951819256e-05, 0.005104586947709322, 4.1442475776420906e-05]"
2696,9,This Act requires commercial organisations doing business in the UK that supply goods or services and have an annual turnover exceeding 36 million to publish an annual statement addressing the measures taken to mitigate the risk of modern slavery,SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,This Act requires commercial organisations doing business in the UK that supply goods or services and have an annual turnover exceeding 36 million to publish an annual statement addressing the measures taken to mitigate the risk of modern slavery,"[0.0008017813670448959, 0.00012159022298874334, 0.0007623676210641861, 0.0010622836416587234, 0.0017286923248320818, 0.007740315981209278, 0.0018382759299129248, 0.008353660814464092, 0.0007112157763913274, 0.00879533588886261, 5.908778257435188e-05]"
2697,10,"Oversight and Modern Slavery Policy Environmental, Social and Governance matters, including human rights policies and procedures, are overseen by Wildstones Board",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,no clear link to ms,"Oversight and Modern Slavery Policy Environmental, Social and Governance matters, including human rights policies and procedures, are overseen by Wildstones Board","[0.0029372801072895527, 0.000371270754840225, 0.0009477026178501546, 0.003005518577992916, 0.0008625424816273153, 0.00016390561359003186, 0.0034228891599923372, 0.4829818308353424, 0.0005256813019514084, 0.2227534055709839, 0.004492671228945255]"
2698,11,"Risk, including in relation to ESG matters, is overseen by the Senior Management Team",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,no clear link to ms,"Risk, including in relation to ESG matters, is overseen by the Senior Management Team","[0.0001574057969264686, 9.440227586310357e-05, 0.00019419370801188052, 0.0022051192354410887, 0.0026374675799161196, 0.0018079016590490937, 0.022776661440730095, 0.25277578830718994, 0.00045895358198322356, 0.06667971611022949, 0.0073053366504609585]"
2699,12,Wildstone adopted its Modern Slavery Policy on the 10th November 2023,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,Wildstone adopted its Modern Slavery Policy on the 10th November 2023,"[0.10000170022249222, 0.011980407871305943, 0.009698597714304924, 0.023252103477716446, 0.005180319771170616, 0.0003675487532746047, 0.006522112525999546, 0.7512292861938477, 0.00011295571312075481, 0.004095638170838356, 0.0029088985174894333]"
2700,13,This is attached at Appendix 1,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,this is the policy ,This is attached at Appendix 1,"[0.00031454229610972106, 0.0007126734708435833, 0.0011463031405583024, 0.023362740874290466, 0.04622085765004158, 0.005718744359910488, 0.006508754566311836, 0.23510271310806274, 0.001433131517842412, 0.007544844876974821, 0.002445514779537916]"
2701,14,"Organisation Structure and Supply Chain Wildstone Group is an outdoor media infrastructure business that acquires and rents property assets for outdoor advertising in the UK, Germany, Ireland, the Netherlands and Spain",SID_589,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",c2op,5.0,,"Organisation Structure and Supply Chain Wildstone Group is an outdoor media infrastructure business that acquires and rents property assets for outdoor advertising in the UK, Germany, Ireland, the Netherlands and Spain","[0.00036888752947561443, 7.53339336370118e-05, 0.0012159969191998243, 0.19154644012451172, 0.9950783252716064, 0.042274292558431625, 0.0035815273877233267, 0.00023895804770290852, 0.0006370615446940064, 0.00011372738663339987, 9.014851093525067e-05]"
2702,15,"Wildstone procures goods and services from a limited supply chain in each of the countries it operates in, which can be summarised as follows",SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,3.0,beiging of link,"Wildstone procures goods and services from a limited supply chain in each of the countries it operates in, which can be summarised as follows","[6.0030815802747384e-05, 8.69482901180163e-05, 0.00015991496911738068, 0.002310131210833788, 0.01622815616428852, 0.963252067565918, 0.0080039594322443, 0.002693447982892394, 8.026660361792892e-05, 0.0003416772233322263, 0.00026636841357685626]"
2703,16,"Professional services (ie lawyers, accountants, planning consultants etc)",SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,"Professional services (ie lawyers, accountants, planning consultants etc)","[0.00011607553460635245, 0.00014692681725136936, 3.450610893196426e-05, 0.0011032909387722611, 0.007130628917366266, 0.95653235912323, 0.010816765017807484, 0.0011275175493210554, 0.000534457212779671, 0.0024764814879745245, 0.00012818285904359072]"
2704,17,"Contractors to install and maintain traditional and digital outdoor media infrastructure, power and associated works (eg hard and soft landscaping); and",SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,"Contractors to install and maintain traditional and digital outdoor media infrastructure, power and associated works (eg hard and soft landscaping); and","[6.500416930066422e-05, 0.00021721051598433405, 9.734487684909254e-05, 0.009383561089634895, 0.043099842965602875, 0.9285483360290527, 0.009011000394821167, 0.0002659567689988762, 0.0001662006543483585, 0.0002855829952750355, 2.1633246433339082e-05]"
2705,18,"Suppliers of outdoor media infrastructure (ie digital screens and ancillary infrastructure and traditional outdoor infrastructure such as paper and paste panels) Wildstone seeks to ensure that legal agreements with third parties require them to comply with applicable human rights, modern slavery and labour laws and we do not knowingly contract with suppliers engaged in any practice of child labour or human trafficking",SID_589,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",c2sp c4m,3.0,seek is quite vague but good evidence for c2sp,"Suppliers of outdoor media infrastructure (ie digital screens and ancillary infrastructure and traditional outdoor infrastructure such as paper and paste panels) Wildstone seeks to ensure that legal agreements with third parties require them to comply with applicable human rights, modern slavery and labour laws and we do not knowingly contract with suppliers engaged in any practice of child labour or human trafficking","[0.00032133818604052067, 0.00020178321574348956, 0.00019582272216212004, 0.016496196389198303, 0.027115628123283386, 0.7316893339157104, 0.06340308487415314, 0.8532200455665588, 0.0009431589860469103, 0.006500703282654285, 8.371056901523843e-05]"
2706,19,"Risk Assessment and Management Due to the nature of our business, we assess ourselves to have a low risk of modern slavery in our business and supply chains",SID_589,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3.0,,"Risk Assessment and Management Due to the nature of our business, we assess ourselves to have a low risk of modern slavery in our business and supply chains","[1.6041067283367738e-05, 1.9387040083529428e-05, 0.00020985206356272101, 0.00026103146956302226, 0.0026402047369629145, 0.0015236919280141592, 0.4898393154144287, 0.10992283374071121, 0.00027497560949996114, 0.004168704152107239, 0.00010108183050760999]"
2707,20,Our supply chains are limited and we procure goods and services from a restricted range of UK and EU based corporate suppliers,SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,Our supply chains are limited and we procure goods and services from a restricted range of UK and EU based corporate suppliers,"[6.132447015261278e-05, 7.906495011411607e-05, 8.496613736497238e-05, 0.0008043265552259982, 0.004991994705051184, 0.8673825263977051, 0.046790096908807755, 0.005482653621584177, 0.0001746797061059624, 0.0011204920010641217, 0.00012995285214856267]"
2708,21,The only suppliers we use outside of the UK and EU are our digital screen suppliers in China,SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,The only suppliers we use outside of the UK and EU are our digital screen suppliers in China,"[4.906064714305103e-05, 5.475825673784129e-05, 2.8203210604260676e-05, 0.0005802047671750188, 0.005552662070840597, 0.9486161470413208, 0.2875950336456299, 0.0024275954347103834, 0.00022710356279276311, 0.0003220933140255511, 2.780460454232525e-05]"
2709,22,Training and Risk Awareness Wildstone introduced training to raise awareness and ensure that all staff have a basic level of understanding of modern slavery and what to look for in their respective roles,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,Training and Risk Awareness Wildstone introduced training to raise awareness and ensure that all staff have a basic level of understanding of modern slavery and what to look for in their respective roles,"[2.119618329743389e-05, 5.470924952533096e-05, 0.00016267823230009526, 0.00014273599663283676, 0.0012173916911706328, 0.0005147544434294105, 0.0014552825596183538, 0.9881303310394287, 0.002558337291702628, 0.01926390640437603, 0.00015181790513452142]"
2710,23,"For all existing staff, Wildstone is aiming to ensure that they complete this basic training by the end of Q1 in 2024 and that all new staff complete the training as part of their onboarding",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",c5,5.0,kpi future action,"For all existing staff, Wildstone is aiming to ensure that they complete this basic training by the end of Q1 in 2024 and that all new staff complete the training as part of their onboarding","[6.999527249718085e-05, 6.22377046965994e-05, 8.725860971026123e-05, 0.0003109073732048273, 0.0006147261592559516, 0.0007442363421432674, 0.0038033542223274708, 0.6316206455230713, 0.0010531984735280275, 0.09500196576118469, 0.00010698423284338787]"
2711,24,An independent whistle blower hotline for internal and external parties to alert Wildstone to risks including human rights abuses,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,what is the verb?,An independent whistle blower hotline for internal and external parties to alert Wildstone to risks including human rights abuses,"[4.087438355782069e-05, 3.3650503610260785e-05, 3.708644726430066e-05, 0.0001476831967011094, 0.0009401351562701166, 0.0005511637427844107, 0.001495716511271894, 0.8466595411300659, 0.004289792384952307, 0.02919864095747471, 0.0002119522396242246]"
2712,25,Due Diligence Processes Wildstone has assessed the risk of modern slavery from our supply chain in the UK and EU to be low given the highly regulated nature of the environment in which Group companies are operating,SID_589,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3.0,thye explain why low risk,Due Diligence Processes Wildstone has assessed the risk of modern slavery from our supply chain in the UK and EU to be low given the highly regulated nature of the environment in which Group companies are operating,"[7.689367339480668e-05, 3.589503467082977e-05, 5.45930270163808e-05, 0.0008105626329779625, 0.004144913051277399, 0.030039852485060692, 0.9061210751533508, 0.3268425166606903, 0.000438221002696082, 0.006609889678657055, 0.00010843920608749613]"
2713,26,"Nonetheless, Wildstone has instigated a supplier questionnaire to understand the companies we are contracting with and the workers within our supply chain in order to assess risk at a company level",SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,risk linked to ms,"Nonetheless, Wildstone has instigated a supplier questionnaire to understand the companies we are contracting with and the workers within our supply chain in order to assess risk at a company level","[3.324829594930634e-05, 4.64539261884056e-05, 5.384215182857588e-05, 0.00013502353976946324, 0.0013795524137094617, 0.012870730832219124, 0.04914987459778786, 0.7956527471542358, 0.0017476193606853485, 0.02360665053129196, 0.00012011219951091334]"
2714,27,"The only major supplier not based in the UK or EU in our supply chain is our digital screen supplier that is based in Shenzhen, China",SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,"The only major supplier not based in the UK or EU in our supply chain is our digital screen supplier that is based in Shenzhen, China","[0.00011011771130142733, 0.0001570572203490883, 8.499142131768167e-05, 0.0006023615715093911, 0.0027361600659787655, 0.9574339389801025, 0.23804962635040283, 0.0019683579448610544, 0.0002667989465408027, 0.0006957653095014393, 3.8150592445163056e-05]"
2715,28,"China has a vulnerability score of 45.5 (out of 100) based on the Walk Free global slavery index and the UN has identified widespread evidence of state-sanctioned modern slavery in Tibet and Xinjiang, China, homeland of the Tibetans and Uyghurs",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,description of how risk look like,"China has a vulnerability score of 45.5 (out of 100) based on the Walk Free global slavery index and the UN has identified widespread evidence of state-sanctioned modern slavery in Tibet and Xinjiang, China, homeland of the Tibetans and Uyghurs","[3.656592525658198e-05, 6.259954534471035e-05, 3.3583692129468545e-05, 0.00026531502953730524, 0.009679683484137058, 0.00630480982363224, 0.7267164587974548, 0.0016600624658167362, 9.621730714570731e-05, 0.0004933178424835205, 1.8935799744213e-05]"
2716,29,"Wildstones manufacturing partner is a private owned company based in Shenzen, China",SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,5.0,,"Wildstones manufacturing partner is a private owned company based in Shenzen, China","[0.0001676137326285243, 9.074794797925279e-05, 0.0012232937151566148, 0.2377353310585022, 0.0841616615653038, 0.6829063892364502, 0.013969017192721367, 0.015653615817427635, 0.0004819360328838229, 0.001225719228386879, 0.00035268193460069597]"
2717,30,Prior to entering into a manufacturing and supply agreement Wildstone undertook inspections of its manufacturing and workers facilities,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,Prior to entering into a manufacturing and supply agreement Wildstone undertook inspections of its manufacturing and workers facilities,"[4.9199887143913656e-05, 6.909784860908985e-05, 6.988569657551125e-05, 0.0008591552032157779, 0.026951368898153305, 0.024812625721096992, 0.09559354931116104, 0.7042492032051086, 0.002633464289829135, 0.022481944411993027, 0.0005822695093229413]"
2718,31,"In addition, we have taken steps to ensure that the extended",SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,not naming them,"In addition, we have taken steps to ensure that the extended","[0.00029909893055446446, 0.00043303603888489306, 0.00010833595297299325, 0.0016459859907627106, 0.0032239228021353483, 0.0029840399511158466, 0.04003896191716194, 0.15513910353183746, 0.001127101480960846, 0.011068412102758884, 0.0009747494477778673]"
2719,32,supply chain does not source components from regions in China with a higher risk of modern slavery or forced labour,SID_589,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",c2sp,3.0,negative?,supply chain does not source components from regions in China with a higher risk of modern slavery or forced labour,"[3.0500543289235793e-05, 1.6321575458277948e-05, 9.024188329931349e-06, 8.278874884126708e-05, 0.0005031267064623535, 0.006395789794623852, 0.18082141876220703, 0.5921499133110046, 0.0007835492724552751, 0.0306128840893507, 0.00021553842816501856]"
2720,33,The due diligence steps undertaken by Wildstone has not identified any indications of modern slavery or forced labour in our supply chain,SID_589,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",c3,3.0,negative evidence,The due diligence steps undertaken by Wildstone has not identified any indications of modern slavery or forced labour in our supply chain,"[6.835908425273374e-05, 0.00017013873730320483, 8.097188401734456e-05, 0.00041284572216682136, 0.0005875267670489848, 0.0023866984993219376, 0.5638906955718994, 0.08732964843511581, 0.007153641898185015, 0.08624400198459625, 0.0017506908625364304]"
2721,34,Relevant Policies Wildstone has adopted the following policies relevant to this statement,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,beginning of list ,Relevant Policies Wildstone has adopted the following policies relevant to this statement,"[8.776490722084418e-05, 7.15243149898015e-05, 0.00022773367527406663, 0.0006256966735236347, 0.002276534214615822, 0.0006223120726644993, 0.0029392107389867306, 0.7066233158111572, 0.0004557472711894661, 0.007560557220131159, 0.000108456275484059]"
2722,35,Modern Slavery Policy,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,,Modern Slavery Policy,"[8.493211498716846e-05, 8.490369509672746e-05, 0.0021753644105046988, 0.0013786047929897904, 0.0038606540765613317, 0.0006355260848067701, 0.0008672364638186991, 0.4883660078048706, 0.00018459772400092334, 0.005184085574001074, 0.00010813264088938013]"
2723,36,Whistleblowing Policy Key Performance Indicators We will continue to monitor working conditions in our supply chain through the following,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,3.0,broken sentence ,Whistleblowing Policy Key Performance Indicators We will continue to monitor working conditions in our supply chain through the following,"[8.645627531222999e-06, 1.6209314708248712e-05, 1.688694828771986e-05, 6.210768333403394e-05, 0.00013995758490636945, 0.0003024236357305199, 0.0008270409889519215, 0.7846475839614868, 0.00045523280277848244, 0.532967209815979, 6.765531725250185e-05]"
2724,37,Providing awareness training to staff on the Modern Slavery Act 2015 and informing them of the appropriate action to take if they suspect a case of slavery or human trafficking,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,future action linked with the sentence above,Providing awareness training to staff on the Modern Slavery Act 2015 and informing them of the appropriate action to take if they suspect a case of slavery or human trafficking,"[6.944915367057547e-05, 3.852945155813359e-05, 0.00012296349450480193, 0.0004696412943303585, 0.0008361544460058212, 0.0006086403736844659, 0.0034967444371432066, 0.9586117267608643, 0.0056095365434885025, 0.07425104826688766, 0.0004572327306959778]"
2725,38,Requiring staff involved in procurement activity are aware of and follow modern slavery procurement guidance on GOV.UK,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,future action linked with the sentence above,Requiring staff involved in procurement activity are aware of and follow modern slavery procurement guidance on GOV.UK,"[0.000162730211741291, 0.0002764492528513074, 0.00010148272849619389, 0.00027125547057949007, 0.0003795417433138937, 0.002139289863407612, 0.0026622137520462275, 0.6634727716445923, 0.0008578949491493404, 0.08225635439157486, 0.0016331683145835996]"
2726,39,Ensuring that consideration of the modern slavery risks and prevention are added to Wildstones policy review process as an employer and procurer of goods and services,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,future action linked with the sentence above,Ensuring that consideration of the modern slavery risks and prevention are added to Wildstones policy review process as an employer and procurer of goods and services,"[0.0003139772161375731, 0.0003526787331793457, 0.0006543095223605633, 0.00037938260356895626, 0.0004995281342417002, 0.0006236527697183192, 0.008669659495353699, 0.708761990070343, 0.0005266381776891649, 0.5098854899406433, 0.00899372436106205]"
2727,40,Continuing to take action to embed a zero tolerance policy towards modern slavery; and,SID_589,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",c4m,5.0,future action linked with the sentence above,Continuing to take action to embed a zero tolerance policy towards modern slavery; and,"[0.00012114442506572232, 0.00020320675685070455, 2.551108082116116e-05, 0.00014548294711858034, 0.00023774747387506068, 0.00020801315258722752, 7.250855560414493e-05, 0.8052541613578796, 0.0006706189014948905, 0.15094277262687683, 0.0005227592191658914]"
2728,41,Requiring staff involved in buying or procurement and the recruitment and deployment of workers receive training on modern slavery and ethical employment practices This Statement was prepared for the 2023 financial year and was approved at Wildstones Board on the 16th November 2023,SID_589,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",a c4m,5.0,future action linked with the sentence above,Requiring staff involved in buying or procurement and the recruitment and deployment of workers receive training on modern slavery and ethical employment practices This Statement was prepared for the 2023 financial year and was approved at Wildstones Board on the 16th November 2023,"[0.9849189519882202, 0.018213868141174316, 0.01285438984632492, 0.03381117433309555, 0.0020505795255303383, 0.0027812477201223373, 0.0021059466525912285, 0.926211953163147, 0.0026901965029537678, 0.4560462236404419, 0.01717286929488182]"
2729,42,Wildstone is not aware of any issues in its supply chain that contradict this Statement,SID_589,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,,Wildstone is not aware of any issues in its supply chain that contradict this Statement,"[0.00011304536019451916, 7.148408622015268e-05, 0.00048473148490302265, 0.0007588418084196746, 0.000978841446340084, 0.004569140262901783, 0.14700862765312195, 0.01892899163067341, 0.002705795457586646, 0.007117411587387323, 0.001893831416964531]"
