,sentence,prediction,targets,confidence
1354,"Information Systems (including desktop and laptop computers, servers, printers, mobile phones, and audio-visual equipment)",0,0,0.6586902358177709
1355,Professional Services and HR (including temporary staffing),0,0,0.6110423266466439
1356,"As noted in SRUCs most recent Annual Procurement Report, 95% of SRUCs goods and services are sourced from within Scotland and the rest of the UK",0,0,0.6793065591445061
1357,The risk of Modern Slavery in SRUCs activities is therefore considered to be of low risk,0,0,0.5597771636469563
1358,"However, it is fully recognised that potential risks may exist in relation to the global economy and its impact on some of the goods and services consumed by SRUC including electronic equipment, clothing, and PPE",0,0,0.5559318085092315
1359,"However, it is fully recognised that potential risks may exist in relation to the global economy and its impact on some of the goods and services consumed by SRUC including electronic equipment, clothing, and PPE",0,0,0.5559318085092315
1360,"For SRUC, such risks are reduced as we seek to further increase the proportion of goods and services sourced through collaborative contracts let by Advanced Procurement for Universities and Colleges (APUC), the Scottish Government, and other Public Sector centres of procurement excellence",0,0,0.5925510817057413
1361,"The Code of Conduct requires all tenderers, as a contractual obligation, to commit along with SRUC to the principles of corporate social responsibility, sustainability and a pledge that each party shall",0,0,0.5845266374225383
1362,The adoption of this Supply Chain Code of Conduct is mandated for all suppliers wishing to participate in a tender action led by SRUCs Procurement Team,0,0,0.5439682544968456
1363,"not used forced, involuntary or child labour",1,0,0.7389276239571705
1364,provide suitable working conditions and terms,0,0,0.6676163467950758
1365,treat employees fairly,0,0,0.6391042839978014
1366,"The British Poultry Council (BPC) has published the Poultry Supply Chain Ethical Compliance Code of Practice and Aviagen, as a member of the BPC, is committed to operating to the standards outlined in this Code of Practice",0,0,0.5680235977677688
1367,"In addition, consideration of the risk of Modern Slavery is included in all SRUC business cases requesting formal procurement action to be taken",0,0,0.5720678088390025
1368,"Where appropriate, SRUC will supplement its own efforts with activities already being progressed by APUC",0,0,0.5422433295572817
1369,"Every regulated procurement process, and when deemed appropriate below this threshold, requires tenderers (and any sub-contractor or supply partner on which they rely) to complete the Single Procurement Document (Scotland) (SPD)",0,0,0.660064547202833
1370,"The SPD requires the tenderer to disclose details of its trading activity, and legal and environmental compliance",0,0,0.5131378122381206
1371,"This includes disclosure of whether the tendering organisation or any individual with decision-making powers employed within the organisation has been convicted, within the previous five years, of any offence under Part 1 of the Human Trafficking and Exploitation (Scotland) Act 2015, or under any provision referred to in the Schedule to that Act",0,0,0.6070772685751403
1372,Tenderers that confirm any such conviction will be excluded from the tender process unless it can be successfully demonstrate that sufficient and appropriate remedial action to demonstrate their reliability has been taken (self- cleansing),0,0,0.6134074546193478
1373,"As part of this, staff regularly attend seminars covering a variety of relevant topics including, but not limited to, ethical procurement and supply chain risk",0,0,0.6024514860973679
1374,"As part of their CPD for 2024 the Procurement Team will be required to complete HEPAs A Guide to Modern Slavery, CIPS Ethical Procurement and Supply, and APUCs Serious and Organised Crime e-learning modules",0,0,0.5470638766751906
1375,"To raise awareness across the organisation, SRUC utilises an online training course that explains the risks of modern slavery and what steps should be taken if a staff member suspects exploitation is taking place",1,0,0.5080304461348017
1376,All staff are required to complete this course on a regular basis,0,0,0.6242826256527693
1377,"Scope This statement applies to Aviagen Ltd, Aviagen UK Ltd, Aviagen Turkeys Ltd and Hockenhall Turkeys for the year from July 2023 until June 2024",0,0,0.6414699705722292
1378,All references to Aviagen or the Company below apply to all four Aviagen businesses in the UK,0,0,0.5943248896982737
1379,Policies & Procedures Aviagen has in place a series of policies to ensure that all employees are treated fairly and in compliance with UK employment law; health and safety law; and tax law,0,0,0.5797579039425935
1380,"Specifically, these policies and procedures include checking of individuals documents to ensure that they are eligible to work within the UK payment of wage rates at or above the legal minima required by the National Minimum Wage; the National Living Wage; and the Scottish Agricultural Wages Board as appropriate training to enable all workers to work safely and effectively an equal opportunities policy, supported by training for line managers a whistleblowing policy which provides for a confidential helpline to enable individuals to report breaches of statutory requirements or other problematic issues Policies are published to all employees on the companys internal website",0,0,0.601210137258562
1381,Aviagen uses reputable recruitment and labour agencies for the provision of temporary staff and casual labour and these organisations are required to comply with all relevant laws and procedures to prevent slavery and human trafficking,0,0,0.5426026124206295
1382,Aviagen uses reputable recruitment and labour agencies for the provision of temporary staff and casual labour and these organisations are required to comply with all relevant laws and procedures to prevent slavery and human trafficking,0,0,0.5426026124206295
1383,Agencies which are providers of casual labour will be members of the Gangmasters and Labour Abuse Authority (GLAA),0,0,0.5649548181750378
1384,Protected disclosures policy Employee code of conduct Recruitment policy Supplier code of conduct Data protection policy,0,0,0.5622628474317295
1385,"Records & Monitoring Aviagen maintains detailed records of employees, working hours, pay, absence due to illness and injury, accident reports and training and reports of this data are regularly produced by the HR team and reviewed by line managers",0,0,0.5729978625902
1386,"Records & Monitoring Aviagen maintains detailed records of employees, working hours, pay, absence due to illness and injury, accident reports and training and reports of this data are regularly produced by the HR team and reviewed by line managers",0,0,0.5729978625902
1387,The Company is also subject to periodic audits of its pay and taxation arrangements by the Scottish Agricultural Wages Board and HMRC,0,0,0.6333630657259601
1388,"This statement has been approved by the Directors of Aviagen Ltd, Aviagen UK Ltd and Aviagen Turkeys Ltd, who will review and update it annually",0,0,0.6285954927492237
1389,Aviagen Ltd,0,0,0.6882484460866857
1390,Aviagen UK Ltd,0,0,0.6828648178578549
1391,Aviagen Turkeys Ltd Signature,0,0,0.6649027737895387
1392,Mon Motors is now one of the largest automotive dealer groups in South Wales and the West of England,0,0,0.6061326462097432
1393,Our supply chains predominantly include a variety of vehicle manufacturers from whom we obtain our principle products of vehicles and aftersales parts,0,0,0.6207481426863797
1394,We also use a variety of local and national suppliers providing goods and services for the operation of our businesses,0,0,0.6616856870865837
1395,"It is the duty of all employees to take whatever reasonable steps are necessary to ensure compliance with our Policy and to prevent, detect and report any instances of suspected slavery or human trafficking",0,0,0.5537563681868028
1396,This duty does not only fall on the directors of the Company but equally to all employees and associated persons,0,0,0.6084622431154254
1397,It is encouraged that any suspicions or concerns are reported promptly to ensure investigations may proceed without undue delay and any action can be taken efficiently,0,0,0.5901011637685631
1398,"The Company will support anyone who raises genuine concerns in good faith, it is also committed to ensuring nobody suffers any detrimental treatment as a result of reporting in good faith a suspicion that an actual or potential instance of slavery or human trafficking has taken place or may take place in the future",0,0,0.5475075420703988
1399,"Code of Conduct, issued to all suppliers in 2023, we have incorporated non-negotiable terms, including a requirement that suppliers do not use or tolerate any form of slavery, servitude, indentured or compulsory labour or any form of human trafficking",1,0,0.732895840451173
1400,The Company requires all managers and all HR personnel within the company to complete training on modern slavery and human trafficking,0,0,0.5274955060193194
1401,The Companys modern slavery training includes,0,0,0.5013734854579508
1402,"Assessing the associated risks of slavery and trafficking in relation to various aspects of the business, including available resources and support",0,0,0.5946988513328046
1403,How to identify potential signs of slavery and trafficking,0,0,0.5441802362952205
1404,What steps should be taken if there is suspected slavery or trafficking in the workplace,0,0,0.5664787661776998
1405,External help that is available eg the Modern Slavery Helpline,0,0,0.6222464824977492
1406,"What steps the Company should take if suppliers or contractors do not implement anti- slavery policies in high-risk scenarios, including their removal from the Company's supply chains",0,0,0.5168123538763385
1407,Awareness-raising programme,0,0,0.5622525168380367
1408,"In addition to training key members of staff, the Company will raise awareness of modern slavery and human trafficking issues by communicating with staff across all dealerships",1,0,0.5274953760490658
1409,These communications will explain to staff,0,0,0.5451661941714969
1410,The basic principles of the Modern Slavery Act 2015,0,0,0.5166876132619748
1411,How to identify and prevent human trafficking How to notify relevant parties in the Company of concerns surrounding these issues,0,0,0.5840181833507986
1412,Any external help that is available to employees,0,0,0.6943713181920054
1413,We have not identified any instances of either slavery or human trafficking occurring in our supply chain,1,0,0.72277713597835
1414,We have not as yet adopted any formal performance indicators to measure how effective we have been to ensure that slavery and human trafficking is not taking place in any part of our business or supply chains,1,0,0.5786117565297472
1415,"As set out above, the Group continues to take further steps to ensure that neither slavery nor human trafficking occurs either in our business or in our supply chain through continued training and communication on this matter",0,0,0.5120418447091866
1416,"Aspire Housing is a leading housing provider, a place shaper (as an organisation deeply rooted in the neighbourhoods where we manage homes) and a property developer",0,0,0.6460772363868283
1417,"Profits are reinvested in new homes, in revitalising communities and in a comprehensive range of innovative support services, designed to transform lives",0,0,0.659194689482673
1418,"We put people first by delivering safe, decent homes and excellent housing services through our talented Aspire team",0,0,0.6454812344837
1419,"Our structure 04 We are a Charitable Community Benefit Society and social regeneration business, providing housing and neighbourhood services in the social housing sector",0,0,0.6364681978304659
1420,We have circa 400 employees and operate solely in Staffordshire and Cheshire (UK),0,0,0.6172750278159902
1421,We have circa 400 employees and operate solely in Staffordshire and Cheshire (UK),0,0,0.6172750278159902
1422,"Our head office is in Newcastle-under-Lyme, Staffordshire",0,0,0.6624306219352765
1423,"We have rigorous Human Resources procedures in place to ensure that all employees have a legal right to work in the UK, are paid a fair and legal wage, and are under no duress",0,0,0.5817269152185779
1424,"We have an open accountable culture and if slavery and safeguarding issues emerge, these are reported through standard management processes, the Safeguarding Reporting process or through our Whistleblowing process",0,0,0.569211082831136
1425,Aspire and its subsidiaries will not support or deal with any business knowingly involved in slavery or human trafficking,1,0,0.6885783232703059
1426,Our supply chains are largely based in the UK and include a significant proportion of local suppliers who work closely with us and are managed by individual contract managers,0,0,0.6414285663295751
1427,"We believe that, given that we operate solely in the UK, within the social housing sector, with simple financial transactions and business partnerships, we have a lower risk of exposure to acts of modern slavery",1,0,0.5187865776681126
1428,"Examples of our supply chain include cleaning, gas engineering and construction contracts",0,0,0.5833879612924674
1429,"We recognise that some of these supply chains, for example, the UK cleaning sector is widely held to be one of the most likely places for human traffickers to place their victims",0,0,0.5967532261063544
1430,A review will be undertaken of all contracts within our contracts register and each contracted supplier will be assigned a medium or high modern slavery risk rating to ensure that we have sight of them and include them within our due diligence activities,0,0,0.5541784033955764
1431,All current suppliers were made aware of the requirements of the Act when they were issued with an updated copy of our revised terms and conditions of purchase in July 2016 which includes a condition that they comply with the Act,0,0,0.5798073728784012
1432,"To further strengthen our supply chain controls we have created a checklist of several terms in relation to modern slavery, which we are not willing to compromise on when agreeing to supplier terms and conditions",1,0,0.619484552254804
1433,"In order to mitigate risks we will publish our Supplier Code of Conduct to our website, and require all contracted and non-contracted suppliers to comply with the requirements of the Code when conducting business with us",0,0,0.5405947870190935
1434,It also states that suppliers must immediately report to Aspire any incidents of slavery or human trafficking found in its business or supply chain,0,0,0.5329170470316776
1435,Our Supplier Code of Conduct has been provided to all existing,0,0,0.5131007361306432
1436,"Suppliers will not use or tolerate in their supply chain any form of slavery, servitude, indentured or compulsory labour or any form of human trafficking",1,1,0.7525115650884243
1437,All work must be conducted voluntarily and without threat of any penalty or sanctions,0,0,0.533046897378811
1438,It is their responsibility to ensure that any of their sub-contractors also comply with the above requirements,0,0,0.6064834982745816
1439,"Suppliers are required to report to Aspire any incidents of slavery or human trafficking found in its business or supply chain immediately, in writing",1,0,0.5089722536271142
1440,"Our policies 07 Whilst we do not have a standalone Modern Slavery Policy, we believe that our commitment to equality and fairness is the foundation of all our activities and our policy framework supports the Acts aims to ensure that any potential modern slavery is mitigated against in our business or supply chain, including specifically: We regularly review our terms of employment to ensure that they comply with all relevant legislation",0,1,0.5183021578304269
1441,"Our policies 07 Whilst we do not have a standalone Modern Slavery Policy, we believe that our commitment to equality and fairness is the foundation of all our activities and our policy framework supports the Acts aims to ensure that any potential modern slavery is mitigated against in our business or supply chain, including specifically: We regularly review our terms of employment to ensure that they comply with all relevant legislation",0,1,0.5183021578304269
1442,Whistleblowing Policy (last updated April 2024),0,0,0.5697278936221659
1443,To ensure a high level of understanding of the risks of modern slavery and human trafficking we have provided training since 2017 to our new starters and existing staff in our neighbourhood teams,0,0,0.5395430940615372
1444,"This training raises awareness of how to recognise potential victims of modern slavery and guidance on what to do if slavery is suspected in interactions with customers, suppliers or others",0,0,0.5523152318105499
1445,Modern Slavery and Human Trafficking training can be accessed by everyone in the organisation at any time to refresh their knowledge as and when required and all neighbourhood team colleagues are required to undertake refresher training every three years,0,0,0.5749837744267471
1446,"In early 2024, every contract manager within the organisation received contract management training with a focus on Modern Slavery to enable colleagues to identify Modern Slavery risks within the procurement and contract management processes",0,0,0.5664901573353381
1447,In 2024 we reviewed and refreshed all the above training and will be releasing new content that will be available for all colleagues,0,0,0.6058309759798313
1448,In 2024 we reviewed and refreshed all the above training and will be releasing new content that will be available for all colleagues,0,0,0.6058309759798313
1449,"Completion of mandatory training is monitored, and processes are in place to identify and address instances in which colleagues have failed to complete",0,0,0.6123584749540595
1450,our Supplier Code of Conduct as part of the invoice payment,0,0,0.6226666006697072
1451,We are also requesting that suppliers carry out due diligence checks,0,0,0.5960234209956542
1452,"Our primary risk is in association with a delivery partner or associated business, regardless of size, with an ambiguous or non-compliant supply chain",0,0,0.6138860253389247
1453,Risk of modern slavery arises from us,0,0,0.5956174133439479
1454,procuring goods or services for our own consumption as a business,0,0,0.6299957322634965
1455,where there is an unethical supply chain,0,0,0.5429125328108468
1456,or,0,0,0.6653001796968233
1457,engaging with or partnering with an organisation that has an unethical,0,0,0.6248111096363042
1458,supply chain,0,0,0.6318072973603142
1459,"Using our newly procured contracts management software, In-tend, we have categorised every contracted supplier to enable us to identify higher risk suppliers based on contract value and service area within which they operate",0,0,0.5909378995384666
1460,We have carried out checks on a sample of our suppliers with a turnover in excess of 36 million per year and reviewed their websites for their published statement,0,0,0.6350751123211178
1461,All suppliers were found to be compliant with the Modern Slavery Act requirements,0,0,0.651747071827577
1462,"Of the companies who do not produce an annual MSA statement, due to their turnover being below 36 million, Aspire Housing is considering requesting these contractors to produce a statement detailing that it has considered its obligations regarding the suitability of its workforce and its supply chains",1,0,0.5298741010684932
1463,"Failure to comply with legal or regulatory requirements is a risk listed within Aspires Risk Register, which incorporates Modern Slavery",0,0,0.5261994222349525
1464,"During 2023, the Code of Conduct was revised and expanded to provide further clarity for our suppliers and to specifically address evolving risks such as forced labour, emergency preparedness and environmental stewardship",0,0,0.5458631909239711
1465,"During 2023, the Code of Conduct was revised and expanded to provide further clarity for our suppliers and to specifically address evolving risks such as forced labour, emergency preparedness and environmental stewardship",0,0,0.5458631909239711
1466,Aspire reserves the right to terminate contracts if the supplier does not comply,0,0,0.5491002899112686
1467,During this reporting period Aspire Housing have not identified nor have we been made aware of any instances of Modern Slavery taking place within the scope of our business activities or supply chain,1,1,0.6840702002699177
1468,We have reviewed our whistleblowing policy and communicated it widely so that employees are aware of what they can do if they suspect modern slavery is taking place,0,0,0.5290249437848554
1469,We have reviewed our whistleblowing policy and communicated it widely so that employees are aware of what they can do if they suspect modern slavery is taking place,0,0,0.5290249437848554
1470,"In 2024, we have communicated with all colleagues via an all-colleague email to raise awareness of the Modern Slavery Act, direct colleagues to Modern Slavery training and provide information on Modern Slavery resources",0,0,0.5813815896190779
1471,We have also updated the Modern Slavery page on our intranet to provide a wealth of information and resources in this area for our colleagues,0,0,0.5955262264643701
1472,"This statement, once published, will be shared with all colleagues",0,0,0.6050942891365878
1473,along with details of resources including the Modern Slavery,0,0,0.5456217944752115
1474,Helpline (https://www.modernslaveryhelpline.org/ or 0800 0121,0,0,0.5667795123015447
1475,and the Stronger Together initiative,0,0,0.6079137734809983
1476,(www.stronger2gether.org),0,0,0.6395644617534545
1477,Training sessions were also conducted with over 250 suppliers throughout the year to ensure they understand the standards required by Dysons Ethical and Environmental Code of Conduct,0,0,0.5592596318634288
1478,Training sessions were also conducted with over 250 suppliers throughout the year to ensure they understand the standards required by Dysons Ethical and Environmental Code of Conduct,0,0,0.5592596318634288
1479,contracted suppliers and will be used as part of the procurement,0,0,0.6117188018623552
1480,process for all future contracts,0,0,0.6453916484876702
1481,We will also require suppliers that,0,0,0.6270225915185531
1482,do not operate under a conract to comply with the requirements of,1,0,0.7975877035432289
1483,"MHI GROUP GLOBAL CODE OF CONDUCT Due to MHI being the ultimate parent company of Primetals Technologies, all Primetals Technologies employees must adhere to the MHI Group Global Code of Conduct (MHI Code) to uphold MHIs reputation as a company of high integrity and ethics",0,0,0.5481189376653054
1484,"MHI GROUP GLOBAL CODE OF CONDUCT Due to MHI being the ultimate parent company of Primetals Technologies, all Primetals Technologies employees must adhere to the MHI Group Global Code of Conduct (MHI Code) to uphold MHIs reputation as a company of high integrity and ethics",0,0,0.5481189376653054
1485,process,0,0,0.6394464367310126
1486,Regular contract management meetings will be held with all,0,0,0.5763643345446227
1487,"contracted suppliers, supported by the Procurement team for all",0,0,0.6056202555242121
1488,"strategic contracts, which will provide an opportunity to discuss",0,0,0.5537513179812755
1489,"any support requirements around Modern Slavery, Safeguarding etc",0,0,0.6245901635989016
1490,A consolidated toolkit will be created for contract management,0,0,0.5994405280222267
1491,"which will include guidance, templates, agendas and required",0,0,0.581622178182956
1492,frequency of meetings for all contract managers dependent,0,0,0.5916821880635812
1493,upon the nature and risk of the contract to Aspire,0,0,0.6355224065843659
1494,Modern Slavery,1,0,0.5338813930725251
1495,requirements will form part of the annual checks carried out by,0,0,0.5742838535756355
1496,contract managers,0,0,0.6067506379010683
1497,Aspire Housings Modern Slavery statement 2024 will be published,1,0,0.5440625043142961
1498,externally as one of our ethical policies on our website,0,0,0.584002499752292
1499,We will also,0,0,0.6263028551268462
1500,publish the document on the Modern Slavery Registry,0,0,0.5433813210493984
1501,Aspire Housing will raise awareness of the content of our published,0,0,0.5568515237868048
1502,"statement by notifying organisations in our Frameworks, Delivery",0,0,0.5877516943987308
1503,Partnerships and other companies with which we regularly engage,0,0,0.5881414501823363
1504,Priority steps for the next coming year,0,0,0.6061951710753951
1505,Aspire will carry out further risk assessment of the supplier,0,0,0.5600285963577992
1506,categorisation on the In-tend contracts management system to,0,0,0.5307419760025885
1507,determine the top 10 suppliers most at risk of modern slavery and,0,0,0.5492738637217973
1508,undertake an audit on them,0,0,0.6107557923988768
1509,"As part of the audit, the suppliers identified as most at risk will",0,0,0.5372994766966304
1510,be asked to provide evidence of their Modern Slavery Statement,0,0,0.5671071426113781
1511,"and if they do not have one, they will be supported to create a",0,0,0.614440260708752
1512,modern slavery statement and provided with link to Aspires Modern,0,0,0.5106730115628769
1513,Slavery Statement as a template,1,0,0.5600516047878855
1514,Aspire will also discuss any,0,0,0.5155259588677052
1515,training that the supplier delivers to its staff in this area,0,0,0.5539994460739658
1516,"A review of our processes for procurement, contract",0,0,0.5715177075030383
1517,"management, ordering and payments is underway",0,0,0.5728246164972004
1518,We will continue,0,0,0.6788866285952682
1519,to review all other related documentation to include a greater,0,0,0.6335798146856312
1520,focus on the requirements of the Modern Slavery Statement and our,0,0,0.5286335886042139
1521,commitments in this area,0,0,0.6331628083691628
1522,We will create a support package for all new suppliers which will be,0,0,0.5859017497961897
1523,shared and publicised via our website to include useful information,0,0,0.5866572907256251
1524,for new suppliers as well as requirements relating to health and,0,0,0.6467186718108537
1525,"safety, data protection, information security, safeguarding, equality",0,0,0.636083266081946
1526,"diversity and inclusion, insurance requirements and modern slavery",0,0,0.588917414631619
1527,We will look to expand our current Modern Slavery training,0,0,0.5619204529450722
1528,programme to all front-line colleagues and any other specific roles,0,0,0.6111727856017684
1529,"identified as requiring this training, such as contract managers",0,0,0.6205141879155158
1530,This statement covers North East Truck & Van Limited and all related Group companies (including North East Truck & Van Holdings Limited and Euro Contract Leasing Limited),0,0,0.6613089168607134
1531,"North East Truck & Van Limited is a large independent commercial vehicle Group in the UK with 7 dealerships: Billingham, Blaydon, Immingham, Carlisle, Hull, York and Lincoln",0,0,0.5989832841754502
1532,"The Group undertakes the sale of new and used commercial vehicles as well as parts sales and vehicle repair, servicing and maintenance",0,0,0.6117841655843356
1533,"In addition, the Group also runs specialist Engineering and Bodyshop departments",0,0,0.5991377631227134
1534,"The Group operates a number of franchises, being: Iveco, MAN, Fiat, LDV & Hino",0,0,0.6137806513899812
1535,The Group employs over 200 staff and operates on mainland UK,0,0,0.5849615314832963
1536,The Group employs over 200 staff and operates on mainland UK,0,0,0.5849615314832963
1537,"To achieve this the Group has reviewed its activities, policies, procedures and working practices as well as those of its supply chain to ensure that nothing which meets the definition of Modern Slavery is taking place, or being permitted to take place",1,0,0.6471649077101105
1538,"Specifically, the Group has reviewed its activities to ensure that: Working conditions are safe and hygienic; Child labour is not used; Living wages are paid; Working hours are not excessive; No discrimination is practiced or tolerated; No extreme or inhumane treatment is allowed or tolerated; and Bribery and corruption is not tolerated",0,0,0.5380598172642207
1539,The Group operates a zero-tolerance approach to breaches of the Modern Slavery Act 2015 and has in place policies and procedures in relation to whistleblowing as well as regularly undertaking reviews of its working practices to ensure compliance,1,0,0.5487572484075856
1540,The Group operates a zero-tolerance approach to breaches of the Modern Slavery Act 2015 and has in place policies and procedures in relation to whistleblowing as well as regularly undertaking reviews of its working practices to ensure compliance,1,0,0.5487572484075856
1541,The Groups recruitment processes are formalised and documented with all new appointments being approved by senior Directors,0,0,0.5749359061243542
1542,There are robust procedures in place in relation to vetting new employees which enables the Group to confirm their identifies and ensure that they are paid both directly and correctly,0,0,0.6166059173227443
1543,"In relation to its own suppliers, the Group has written to all those in its supply chain to confirm that they also hold and adhere to these principles, and further to confirm that they themselves have made efforts to ensure the same of their own supply chain",0,0,0.5581189210897961
1544,Cyclife has the ambition and commitment to be one of the UKs leading waste led nuclear decommissioning business,0,0,0.6176133492837942
1545,It is Cyclifes considered opinion that the nuclear decommissioning business constitutes a low-risk industry for modern slavery,1,0,0.6637609623461659
1546,It is Cyclifes considered opinion that the nuclear decommissioning business constitutes a low-risk industry for modern slavery,1,0,0.6637609623461659
1547,"Policies that ensure these ethical standards are upheld, and that any illegal, immoral or unethical practice is condemned, include the Modern Slavery and Human Trafficking Policy, Whistle Blowing Policy and Anti-bribery and Corruption Policy",1,0,0.5251054164350656
1548,"For employees and contractors directly engaged by Cyclife: Cylife is a committed UK Living Wage employer, therefore all employees are salaried on or above the UK Living Wage",0,0,0.6592292348329096
1549,All contractors are paid at an hourly level that exceeds the UK Living Wage,0,0,0.664546282265403
1550,For suppliers and third parties in Cyclife supply chain: The modern slavery statements of any new suppliers will be assessed and reviewed to ensure compliance with ethical and legal standards around modern slavery and human trafficking and this process will be recorded formally,0,0,0.5332574641227728
1551,Modern Slavery training for employees will be mandatory for all employees at Cyclife,0,0,0.5168263749358414
1552,"Training includes detailing the definitions of modern slavery and human trafficking, understanding the scale of modern slavery, responsibilities under the Modern Slavery Act 2015, how to spot signs of modern slavery and how to report it",0,0,0.5487192713936277
1553,"A key indicator that will measure the effectiveness of the steps outlined in this statement will be the compliance of the modern slavery mandatory training, set at 90% or above, which will be reported to the Board annually",0,0,0.5280642870353947
1554,Another indicator will be the official tracking and recording of any suspected or confirmed cases of human trafficking or modern slavery identified within the business practices or supply chains of Cyclife,0,0,0.5487692760095026
1555,"As part of Wildstones commitment to human rights and social responsibility, a Modern Slavery Policy has been adopted to eradicate any form of modern slavery or human trafficking from our operations and supply chains",1,0,0.5644582537892293
1556,"As part of our contracting processes, we include specific prohibitions against the use of forced, compulsory or trafficked labour, or anyone held in slavery or servitude, whether adults or children, and we expect that our contractors, suppliers and other business partners will hold their own suppliers to the same high standards",1,0,0.580107306484164
1557,Wildstone adopted its Modern Slavery Policy on the 10th November 2023,0,0,0.5488443315217648
1558,This is attached at Appendix 1,0,0,0.6924638308761906
1559,"Organisation Structure and Supply Chain Wildstone Group is an outdoor media infrastructure business that acquires and rents property assets for outdoor advertising in the UK, Germany, Ireland, the Netherlands and Spain",0,0,0.6028577431964061
1560,"Wildstone procures goods and services from a limited supply chain in each of the countries it operates in, which can be summarised as follows",0,0,0.5836080307258271
1561,"Professional services (ie lawyers, accountants, planning consultants etc)",0,0,0.6738617519453401
1562,"Contractors to install and maintain traditional and digital outdoor media infrastructure, power and associated works (eg hard and soft landscaping); and",0,0,0.6467576825264524
1563,"Suppliers of outdoor media infrastructure (ie digital screens and ancillary infrastructure and traditional outdoor infrastructure such as paper and paste panels) Wildstone seeks to ensure that legal agreements with third parties require them to comply with applicable human rights, modern slavery and labour laws and we do not knowingly contract with suppliers engaged in any practice of child labour or human trafficking",1,0,0.5895975993722603
1564,"Suppliers of outdoor media infrastructure (ie digital screens and ancillary infrastructure and traditional outdoor infrastructure such as paper and paste panels) Wildstone seeks to ensure that legal agreements with third parties require them to comply with applicable human rights, modern slavery and labour laws and we do not knowingly contract with suppliers engaged in any practice of child labour or human trafficking",1,0,0.5895975993722603
1565,"Risk Assessment and Management Due to the nature of our business, we assess ourselves to have a low risk of modern slavery in our business and supply chains",1,0,0.5308530282523652
1566,Our supply chains are limited and we procure goods and services from a restricted range of UK and EU based corporate suppliers,0,0,0.6074595230458418
1567,The only suppliers we use outside of the UK and EU are our digital screen suppliers in China,0,0,0.6137844996532725
1568,Training and Risk Awareness Wildstone introduced training to raise awareness and ensure that all staff have a basic level of understanding of modern slavery and what to look for in their respective roles,0,0,0.5750506003192937
1569,"For all existing staff, Wildstone is aiming to ensure that they complete this basic training by the end of Q1 in 2024 and that all new staff complete the training as part of their onboarding",0,0,0.6104033931237559
1570,An independent whistle blower hotline for internal and external parties to alert Wildstone to risks including human rights abuses,0,0,0.545523181992479
1571,Due Diligence Processes Wildstone has assessed the risk of modern slavery from our supply chain in the UK and EU to be low given the highly regulated nature of the environment in which Group companies are operating,0,0,0.5147345124789249
1572,"Nonetheless, Wildstone has instigated a supplier questionnaire to understand the companies we are contracting with and the workers within our supply chain in order to assess risk at a company level",0,0,0.5699072597384144
1573,"The only major supplier not based in the UK or EU in our supply chain is our digital screen supplier that is based in Shenzhen, China",0,0,0.5944784019025571
1574,"Wildstones manufacturing partner is a private owned company based in Shenzen, China",0,0,0.6226165845402841
1575,Prior to entering into a manufacturing and supply agreement Wildstone undertook inspections of its manufacturing and workers facilities,0,0,0.6087100956689773
1576,supply chain does not source components from regions in China with a higher risk of modern slavery or forced labour,0,1,0.5114312308372156
1577,The due diligence steps undertaken by Wildstone has not identified any indications of modern slavery or forced labour in our supply chain,1,1,0.6055583781032919
1578,Relevant Policies Wildstone has adopted the following policies relevant to this statement,0,0,0.6529114506188464
1579,Modern Slavery Policy,1,0,0.519765355404221
1580,Whistleblowing Policy Key Performance Indicators We will continue to monitor working conditions in our supply chain through the following,0,0,0.558283843394968
1581,Providing awareness training to staff on the Modern Slavery Act 2015 and informing them of the appropriate action to take if they suspect a case of slavery or human trafficking,0,0,0.5820292650548968
1582,Requiring staff involved in procurement activity are aware of and follow modern slavery procurement guidance on GOV.UK,0,0,0.5257622028623864
1583,Ensuring that consideration of the modern slavery risks and prevention are added to Wildstones policy review process as an employer and procurer of goods and services,0,0,0.5837729330643732
1584,Continuing to take action to embed a zero tolerance policy towards modern slavery; and,0,0,0.5378436713317584
1585,Requiring staff involved in buying or procurement and the recruitment and deployment of workers receive training on modern slavery and ethical employment practices This Statement was prepared for the 2023 financial year and was approved at Wildstones Board on the 16th November 2023,0,0,0.5725429065115238
1586,TIAA International Holdings 2 Limited Slavery and human trafficking statement for the financial year ended 31 December 2021 Introduction This statement is made pursuant to Section 54 of the Modern Slavery Act 2015 (MSA) and applies to all subsidiaries within TIAA International Holdings 2 Limited (Nuveen or the Group) (including those incorporated outside of the UK in Europe and APAC),0,0,0.5040104402930523
1587,Our business Nuveen has supported the financial futures of millions of investors for over 120 years,0,0,0.6441072090019043
1588,"Under the leadership of TIAA, we invest in the growth of businesses, real estate, infrastructure, farmland and forests while building long-term relationships with clients from all over the globe",0,0,0.6164205797085401
1589,"With expertise across income and alternatives, and as one of the first in the industry to practise responsible investing, we continue to expand our capabilities while maintaining our legacy as a leading investment manager",0,0,0.6445311874669741
1590,Our investment specialists offer deep expertise across traditional and alternative investments through a wide range of vehicles and customized strategies,0,0,0.6668457549000542
1591,"As of 31 March 2022, across the whole Nuveen group (including affiliates), Nuveen has $1.2 trillion in assets under management and operations in 27 countries",0,0,0.6156312558657631
