sentence_id,statement_id,sentence,prediction,targets
2800,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2801,SID_595,[0 0 0 0 0 0 0 0 0 1 0],0,0
2802,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2803,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2804,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2806,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2807,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2808,SID_595,[0 0 0 0 0 0 1 0 0 0 0],0,0
2810,SID_595,[0 0 0 0 0 0 0 1 1 0 0],0,0
2810,SID_595,[0 0 0 0 0 0 0 1 1 0 0],0,0
2811,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,1
2812,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,1
2820,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,1
2821,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2822,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,1
2824,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,1
2825,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,1
2826,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2827,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2828,SID_595,[0 0 0 0 0 0 0 1 0 0 0],1,0
2830,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,0
2832,SID_595,[0 0 0 0 0 0 0 1 0 0 0],0,1
2834,SID_595,[0 0 0 0 0 0 0 0 1 0 0],0,1
2835,SID_595,[0 0 0 0 0 0 0 0 1 0 0],0,1
2836,SID_595,[0 0 0 0 0 0 0 0 0 1 0],1,1
2840,SID_598,[0 0 0 0 1 0 0 0 0 0 0],0,0
2844,SID_598,[0 0 0 0 0 0 0 1 0 0 0],0,0
2851,SID_598,[0 0 0 1 1 0 0 0 0 0 0],0,0
2851,SID_598,[0 0 0 1 1 0 0 0 0 0 0],0,0
2852,SID_598,[0 0 0 0 0 0 1 0 0 0 0],0,0
2854,SID_598,[0 0 0 0 1 0 0 0 0 0 0],0,0
2855,SID_598,[0 0 0 0 0 1 0 0 0 0 0],0,0
2856,SID_598,[0 0 0 0 0 0 0 1 0 0 0],1,1
2860,SID_598,[0 0 0 0 0 0 1 0 0 0 0],0,0
2865,SID_598,[0 0 0 0 0 0 0 1 0 1 0],0,0
2865,SID_598,[0 0 0 0 0 0 0 1 0 1 0],0,0
2867,SID_598,[0 0 0 0 0 0 1 0 0 0 0],0,0
2868,SID_598,[0 0 0 0 0 0 0 1 0 0 0],0,1
