sentence_id,statement_id,sentence,prediction
2975,SID_232,"Our Commitments We prohibit our employees, temporary employees, contractors, subcontractors, agents, and vendors from engaging in any form of human trafficking, slavery, or use of child labour in the performance of any work",c2 (operations)
2980,SID_232,"As a result, remediation measures did not need to be taken to correct an incident of modern slavery or to compensate for loss of income to vulnerable families",c2 (supply chains)
2981,SID_232,"However, the Code of Conduct, Supplier Code of Conduct, Global Human Rights Policy, and Robert Half Ethics and Compliance Online Reporting Tool provide a framework for employees to report unethical conduct, including concerns related to forced or child labour",c2 (operations)
2982,SID_232,"Training Every new employee must, upon joining, and all of our employees, annually, are required to complete mandatory training on the Code of Conduct and re-certify that they have read and understand key policies, including the Code of Conduct and Global Human Rights Policy",c2 (operations)
2983,SID_232,These trainings include information on how to report misconduct via the Robert Half Ethics and Compliance Online Reporting Tool,c2 (operations)
2984,SID_232,"As these trainings do not currently include dedicated training on forced and child labour, we may need to assess whether and how the curriculum and materials may require amending or supplementing to better manage our business and supply chain risks related to the potential risks of the use of forced and child labour",c2 (operations)
2988,SID_232,"However, if relevant reports or concerns come to our attention through the Robert Half Ethics and Compliance Online Reporting Tool or other channels, whether from employees, clients, candidates, members of the public, or law enforcement agencies, that information will be reviewed and taken into consideration in the review of our policies and procedures related to forced and child labour, which may include the development and implementation of a system to assess effectiveness, if appropriate",c3 (risk description)
3262,SID_236,"Developing due diligence policies and processes for identifying, addressing and prohibiting the use of forced labour and/or child labour in Highwoods activities and supply chains",c2 (operations)
3263,SID_236,Promoting the importance to all individuals with Highwood of preventing forced labour and child labour,c2 (operations)
3264,SID_236,Discussing with suppliers the policies and procedures that the suppliers have in place for identifying and prohibiting the used of forced labour and/or child labour in their activities and supply chains,c2 (operations)
3265,SID_236,"Reviewed documentation from third party experts who assessed the legislative frameworks to determine additional steps the Company should take to meet, or exceed, expectations",c2 (operations)
3267,SID_236,"Structure, Activities and Supply Chains: Structure and Activities Highwood is an oil and gas company headquartered in Calgary, Alberta, Canada",approval
3267,SID_236,"Structure, Activities and Supply Chains: Structure and Activities Highwood is an oil and gas company headquartered in Calgary, Alberta, Canada",signature
3268,SID_236,Highwoods primary business is the exploration and development of our oil and gas properties in the Western Canadian Sedimentary Basis,signature
3269,SID_236,"Highwood currently has properties located in Alberta, Saskatchewan and British Columbia",signature
3270,SID_236,Highwoods current operations are primarily focused in the Brazeau and Wilson Creek areas located in Alberta,signature
3273,SID_236,"Supply Chain Highwoods supply chain includes businesses that supply goods and services to the Company, which includes several trusted vendors, suppliers, contractors and subcontractors (collectively the Suppliers) involved in procuring goods and services that are required for Highwood operations",c1 (reporting entity)
3275,SID_236,Highwood has over 300 Suppliers that are engaged to provide goods and services to the Company,c2 (operations)
